filename,eval_env,evaluator_type,args,start_time,end_time,elapsed_minutes,total,evaluates,corrects,errors,accuracy,calibrated_accuracy,avg_query_tokens,avg_response_tokens,avg_query_len,avg_response_len
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260112-150902.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 2 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-12T15:09:02.042095,2026-01-12T15:23:39.170252,14.618802616666667,198,198,44,19,0.2222222222222222,0.24581005586592178,372.3939393939394,555.7150837988827,1208.1060606060605,1767.560606060606
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_openlifescienceai_medmcqa_260112-152351.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/medmcqa.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 2 --num_proc 40 --first_n 1000', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",2026-01-12T15:23:51.084290,2026-01-12T15:46:55.481613,23.073288716666664,1000,1000,372,92,0.372,0.40969162995594716,212.152,268.0594713656388,772.628,1075.431
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_TIGER-Lab_MMLU-Pro_260112-154708.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/mmlu_pro.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 2 --num_proc 40 --first_n 1000', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'TIGER-Lab/MMLU-Pro', 'name': None, 'split': 'test'}}",2026-01-12T15:47:08.498076,2026-01-12T16:47:55.132309,60.77723721666667,1000,1000,228,412,0.228,0.3877551020408163,383.868,525.6921768707483,1276.442,1074.208
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_allenai_qasc_260112-164806.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/qasc.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 2 --num_proc 40 --first_n 920', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",2026-01-12T16:48:06.818730,2026-01-12T17:06:09.145897,18.038786116666664,920,920,359,381,0.39021739130434785,0.6660482374768089,226.35434782608695,252.35807050092765,770.5152173913043,657.329347826087
_root_autodl-tmp_GIM-research_artifacts_2601091-mix2_sft-gim_Idavidrein_gpqa_260112-172501.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim --reason_budget 2 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-12T17:25:01.787119,2026-01-12T17:35:05.993459,10.070105666666667,198,198,36,75,0.18181818181818182,0.2926829268292683,372.3989898989899,608.219512195122,1208.1060606060605,1263.0757575757575
_root_autodl-tmp_GIM-research_artifacts_2601091-mix2_sft-gim_openlifescienceai_medmcqa_260112-173518.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/medmcqa.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim --reason_budget 2 --num_proc 40 --first_n 1000', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",2026-01-12T17:35:18.262942,2026-01-12T17:42:32.906933,7.244066516666667,1000,1000,91,753,0.091,0.3684210526315789,212.152,266.9919028340081,772.628,291.115
_root_autodl-tmp_GIM-research_artifacts_2601091-mix2_sft-gim_TIGER-Lab_MMLU-Pro_260112-174245.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/mmlu_pro.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim --reason_budget 2 --num_proc 40 --first_n 1000', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'TIGER-Lab/MMLU-Pro', 'name': None, 'split': 'test'}}",2026-01-12T17:42:45.816507,2026-01-12T18:07:37.373507,24.859283333333334,1000,1000,93,775,0.093,0.41333333333333333,383.866,605.64,1276.442,421.652
_root_autodl-tmp_GIM-research_artifacts_2601091-mix2_sft-gim_allenai_qasc_260112-180754.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/qasc.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim --reason_budget 2 --num_proc 40 --first_n 920', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601091-mix2/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",2026-01-12T18:07:54.276525,2026-01-12T18:11:08.898323,3.2436966333333337,920,920,24,890,0.02608695652173913,0.8,226.35434782608695,260.8666666666667,770.5152173913043,42.525
_root_autodl-tmp_GIM-research_artifacts_2601092-mix3_sft-gim_Idavidrein_gpqa_260112-183817.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601092-mix3/sft-gim --reason_budget 2 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601092-mix3/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-12T18:38:17.211662,2026-01-12T18:53:29.686556,15.207914899999999,198,198,45,23,0.22727272727272727,0.2571428571428571,372.3939393939394,567.1257142857143,1208.1060606060605,1736.4949494949494
_root_autodl-tmp_GIM-research_artifacts_2601092-mix3_sft-gim_openlifescienceai_medmcqa_260112-185342.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/medmcqa.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601092-mix3/sft-gim --reason_budget 2 --num_proc 40 --first_n 1000', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7c8f021081eeaef8f25e1d442ac15fb68fa2ce83'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601092-mix3/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",2026-01-12T18:53:42.547303,2026-01-12T19:17:15.242308,23.544916750000002,1000,1000,377,102,0.377,0.4198218262806236,212.152,266.93095768374167,772.628,1058.441
