filename,eval_env,evaluator_type,args,start_time,end_time,elapsed_minutes,total,evaluates,corrects,errors,accuracy,calibrated_accuracy,avg_query_tokens,avg_response_tokens,avg_query_len,avg_response_len
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-173813.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 2 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T17:38:13.861175,2026-01-11T17:51:41.851636,13.466507683333333,198,198,44,19,0.2222222222222222,0.24581005586592178,372.3939393939394,555.7150837988827,1208.1060606060605,1767.560606060606
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-175152.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 4 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 4, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T17:51:52.420231,2026-01-11T18:13:59.540586,22.118672583333332,198,198,39,38,0.19696969696969696,0.24375,428.3939393939394,790.1375,1358.1060606060605,2247.570707070707
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-181410.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 6 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 6, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T18:14:10.909300,2026-01-11T18:43:41.759798,29.514174966666666,198,198,29,51,0.14646464646464646,0.19727891156462585,484.3989898989899,1064.0136054421769,1508.1060606060605,2732.0757575757575
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-184352.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 8 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 8, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T18:43:52.350912,2026-01-11T19:09:10.218525,25.297793549999998,198,198,41,30,0.20707070707070707,0.24404761904761904,540.39898989899,1169.3869047619048,1658.1060606060605,3387.3535353535353
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-190921.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 10 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 10, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T19:09:21.065688,2026-01-11T19:43:47.005965,34.432337950000004,198,198,18,127,0.09090909090909091,0.2535211267605634,597.3939393939394,1624.112676056338,1809.1060606060605,1953.8383838383838
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-194357.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 12 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 12, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T19:43:57.373801,2026-01-11T20:21:42.857288,37.75805811666667,198,198,24,92,0.12121212121212122,0.22641509433962265,655.3939393939394,1875.301886792453,1961.1060606060605,3471.530303030303
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-202153.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 14 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 14, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T20:21:53.085094,2026-01-11T21:03:53.048286,41.999386533333336,198,198,48,32,0.24242424242424243,0.2891566265060241,713.3939393939394,1750.4819277108434,2113.1060606060605,5107.459595959596
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-210403.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 16 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 16, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T21:04:03.292740,2026-01-11T21:47:37.410953,43.56863688333333,198,198,41,55,0.20707070707070707,0.2867132867132867,771.3939393939394,2029.2237762237762,2265.1060606060605,5118.39898989899
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_Idavidrein_gpqa_260111-214748.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/gpqa_diamond.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 18 --num_proc 40 --first_n 198', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 18, 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",2026-01-11T21:47:48.549637,2026-01-11T22:38:06.152786,50.293385816666664,198,198,45,53,0.22727272727272727,0.3103448275862069,829.3939393939394,2068.8206896551724,2417.1060606060605,5414.358585858586
_root_autodl-tmp_GIM-research_artifacts_2601081-mix1_sft-gim_openlifescienceai_medmcqa_260111-223818.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/mcqa/medmcqa.py --model_type vllm-offline --model_name /root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim --reason_budget 2 --num_proc 40 --first_n 1000', 'gimbench_version': '0.2.3', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '11cd71eef6ae0989d1df3d69fd56920a767edcfd'}",mcqa,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': '/root/autodl-tmp/GIM-research/artifacts/2601081-mix1/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'no_gimkit': False, 'reason_budget': 2, 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",2026-01-11T22:38:18.618243,2026-01-11T23:00:48.679845,22.5010267,1000,1000,372,92,0.372,0.40969162995594716,212.152,268.0594713656388,772.628,1075.431
